Tipo,Categoria,Subcategoria,Codigo,Medida,MovimientoStock,PedidosFinalizados,StockFisicoCalculado,StockFisico,StockFisicoDiferencia,StockReservadoCalculado,StockReservado,StockReservadodiferencia,PedidosCancelados
Plata,Anillos,Electro,142,Talle 10 = 21/22,0,0,0,0,0,0,0,0,3
Plata,Anillos,Electro,142,Talle 6 = 12/13,0,0,0,0,0,0,0,0,3
Plata,Anillos,Electro,142,Talle 7 = 14/15,0,0,0,0,0,0,0,0,2
Plata,Anillos,Electro,142,Talle 8 = 16/17,0,0,0,0,0,0,0,0,5
Plata,Anillos,Electro,142,Talle 9 = 18/20,1,0,1,1,0,0,0,0,4
Plata,Anillos,Electro,178,Talle 10 = 21/22,28,3,25,28,-3,0,0,0,26
Plata,Anillos,Electro,178,Talle 6 = 12/13,10,1,9,10,-1,0,0,0,9
Plata,Anillos,Electro,178,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,178,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,178,Talle 9 = 18/20,1,1,0,1,-1,0,0,0,0
Plata,Anillos,Electro,206,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,206,Talle 6 = 12/13,3,0,3,3,0,0,0,0,3
Plata,Anillos,Electro,206,Talle 7 = 14/15,5,0,5,5,0,0,0,0,5
Plata,Anillos,Electro,206,Talle 8 = 16/17,3,0,3,3,0,0,0,0,3
Plata,Anillos,Electro,206,Talle 9 = 18/20,1,0,1,1,0,0,0,0,1
Plata,Anillos,Electro,207,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,207,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,207,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,207,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,207,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,220,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,220,Talle 6 = 12/13,0,0,0,0,0,0,0,0,1
Plata,Anillos,Electro,220,Talle 7 = 14/15,3,0,3,3,0,0,0,0,2
Plata,Anillos,Electro,220,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,220,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,240,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,240,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,240,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,240,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,240,Talle 9 = 18/20,1,1,0,0,0,0,0,0,1
Plata,Anillos,Electro,269,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,269,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,269,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,269,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,269,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,287,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,287,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,287,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,287,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,287,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,288,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,288,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,288,Talle 7 = 14/15,2,0,2,2,0,0,0,0,2
Plata,Anillos,Electro,288,Talle 8 = 16/17,1,0,1,1,0,0,0,0,1
Plata,Anillos,Electro,288,Talle 9 = 18/20,1,0,1,1,0,0,0,0,1
Plata,Anillos,Electro,292,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,292,Talle 6 = 12/13,10,0,10,10,0,0,0,0,2
Plata,Anillos,Electro,292,Talle 7 = 14/15,15,0,15,15,0,0,0,0,2
Plata,Anillos,Electro,292,Talle 8 = 16/17,15,0,15,15,0,0,0,0,1
Plata,Anillos,Electro,292,Talle 9 = 18/20,10,1,9,9,0,0,0,0,1
Plata,Anillos,Electro,298,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,298,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,298,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,298,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,298,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,299,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,299,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,299,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,299,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,299,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,303,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,303,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,303,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,303,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,303,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,305,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,305,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,305,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,305,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,305,Talle 9 = 18/20,1,0,1,1,0,0,0,0,0
Plata,Anillos,Electro,326,Talle 10 = 21/22,4,0,4,4,0,0,0,0,0
Plata,Anillos,Electro,326,Talle 6 = 12/13,4,0,4,4,0,0,0,0,0
Plata,Anillos,Electro,326,Talle 7 = 14/15,3,0,3,3,0,0,0,0,0
Plata,Anillos,Electro,326,Talle 8 = 16/17,1,0,1,1,0,0,0,0,1
Plata,Anillos,Electro,326,Talle 9 = 18/20,6,0,6,6,0,0,0,0,0
Plata,Anillos,Electro,355,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,355,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,355,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,355,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,355,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,356,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,356,Talle 6 = 12/13,9,0,9,9,0,0,0,0,0
Plata,Anillos,Electro,356,Talle 7 = 14/15,13,0,13,13,0,0,0,0,0
Plata,Anillos,Electro,356,Talle 8 = 16/17,11,0,11,11,0,0,0,0,0
Plata,Anillos,Electro,356,Talle 9 = 18/20,9,2,7,7,0,0,0,0,0
Plata,Anillos,Electro,362,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,362,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,362,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,362,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,362,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,364,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,364,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,364,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,364,Talle 8 = 16/17,1,1,0,0,0,0,0,0,0
Plata,Anillos,Electro,364,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,407,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,407,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,407,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,407,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,407,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,434,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,434,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,434,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,434,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,434,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,438,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,438,Talle 6 = 12/13,1,0,1,1,0,0,0,0,0
Plata,Anillos,Electro,438,Talle 7 = 14/15,2,1,1,1,0,0,0,0,0
Plata,Anillos,Electro,438,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,438,Talle 9 = 18/20,1,0,1,1,0,0,0,0,0
Plata,Anillos,Electro,439,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,439,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,439,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,439,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,439,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,450,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,450,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,450,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,450,Talle 8 = 16/17,1,0,1,1,0,0,0,0,0
Plata,Anillos,Electro,450,Talle 9 = 18/20,1,0,1,1,0,0,0,0,0
Plata,Anillos,Electro,457,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,457,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,457,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,457,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,457,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,468,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,468,Talle 6 = 12/13,9,0,9,9,0,0,0,0,0
Plata,Anillos,Electro,468,Talle 7 = 14/15,9,0,9,9,0,0,0,0,0
Plata,Anillos,Electro,468,Talle 8 = 16/17,6,0,6,6,0,0,0,0,0
Plata,Anillos,Electro,468,Talle 9 = 18/20,7,0,7,7,0,0,0,0,0
Plata,Anillos,Electro,474,Talle 10 = 21/22,1,0,1,1,0,0,0,0,0
Plata,Anillos,Electro,474,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,474,Talle 7 = 14/15,1,0,1,1,0,0,0,0,0
Plata,Anillos,Electro,474,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,474,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,503,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,503,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,503,Talle 7 = 14/15,17,0,17,17,0,0,0,0,0
Plata,Anillos,Electro,503,Talle 8 = 16/17,11,0,11,11,0,0,0,0,0
Plata,Anillos,Electro,503,Talle 9 = 18/20,5,0,5,5,0,0,0,0,0
Plata,Anillos,Electro,504,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,504,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,504,Talle 7 = 14/15,1,0,1,1,0,0,0,0,1
Plata,Anillos,Electro,504,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,504,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,514,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,514,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,514,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,514,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,514,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,659,Talle Único,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,660,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,660,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,660,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,660,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,660,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,667,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,667,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,667,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,667,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,667,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,670,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,670,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,670,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,670,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,670,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,672,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,672,Talle 6 = 12/13,7,0,7,7,0,0,0,0,1
Plata,Anillos,Electro,672,Talle 7 = 14/15,3,1,2,2,0,0,0,0,1
Plata,Anillos,Electro,672,Talle 8 = 16/17,1,0,1,1,0,0,0,0,1
Plata,Anillos,Electro,672,Talle 9 = 18/20,2,0,2,2,0,0,0,0,1
Plata,Anillos,Electro,674,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,674,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,674,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,674,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,674,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,676,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,676,Talle 6 = 12/13,5,0,5,5,0,0,0,0,0
Plata,Anillos,Electro,676,Talle 7 = 14/15,3,0,3,3,0,0,0,0,0
Plata,Anillos,Electro,676,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,676,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,766,Talle 10 = 21/22,3,0,3,3,0,0,0,0,0
Plata,Anillos,Electro,766,Talle 6 = 12/13,3,0,3,3,0,0,0,0,0
Plata,Anillos,Electro,766,Talle 7 = 14/15,18,0,18,18,0,0,0,0,0
Plata,Anillos,Electro,766,Talle 8 = 16/17,16,0,16,16,0,0,0,0,0
Plata,Anillos,Electro,766,Talle 9 = 18/20,10,0,10,10,0,0,0,0,0
Plata,Anillos,Electro,829,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,829,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,829,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,829,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,829,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,854,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,854,Talle 6 = 12/13,1,0,1,1,0,0,0,0,1
Plata,Anillos,Electro,854,Talle 7 = 14/15,1,0,1,1,0,0,0,0,5
Plata,Anillos,Electro,854,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,854,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,887,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,887,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,887,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,887,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,887,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,911,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,911,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,911,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,911,Talle 8 = 16/17,13,1,12,12,0,0,0,0,0
Plata,Anillos,Electro,911,Talle 9 = 18/20,1,1,0,0,0,0,0,0,0
Plata,Anillos,Electro,916,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,916,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,916,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,916,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,916,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,917,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,917,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,917,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,917,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,917,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1200,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1200,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1200,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1200,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1200,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1202,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1202,Talle 6 = 12/13,7,0,7,7,0,0,0,0,0
Plata,Anillos,Electro,1202,Talle 7 = 14/15,5,0,5,5,0,0,0,0,0
Plata,Anillos,Electro,1202,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1202,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1209,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1209,Talle 6 = 12/13,8,0,8,8,0,0,0,0,0
Plata,Anillos,Electro,1209,Talle 7 = 14/15,9,0,9,9,0,0,0,0,0
Plata,Anillos,Electro,1209,Talle 8 = 16/17,7,0,7,7,0,0,0,0,0
Plata,Anillos,Electro,1209,Talle 9 = 18/20,2,0,2,2,0,0,0,0,0
Plata,Anillos,Electro,1226,Talle 10 = 21/22,3,0,3,3,0,0,0,0,0
Plata,Anillos,Electro,1226,Talle 6 = 12/13,3,0,3,3,0,0,0,0,0
Plata,Anillos,Electro,1226,Talle 7 = 14/15,6,0,6,6,0,0,0,0,0
Plata,Anillos,Electro,1226,Talle 8 = 16/17,5,0,5,5,0,0,0,0,0
Plata,Anillos,Electro,1226,Talle 9 = 18/20,3,0,3,3,0,0,0,0,0
Plata,Anillos,Electro,1227,Talle 10 = 21/22,1,0,1,1,0,0,0,0,0
Plata,Anillos,Electro,1227,Talle 6 = 12/13,2,0,2,2,0,0,0,0,0
Plata,Anillos,Electro,1227,Talle 7 = 14/15,3,0,3,3,0,0,0,0,0
Plata,Anillos,Electro,1227,Talle 8 = 16/17,3,0,3,3,0,0,0,0,0
Plata,Anillos,Electro,1227,Talle 9 = 18/20,3,0,3,3,0,0,0,0,0
Plata,Anillos,Electro,1239,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1239,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1239,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1239,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1239,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1240,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1240,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1240,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1240,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1240,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1241,Talle 10 = 21/22,1,0,1,1,0,0,0,0,0
Plata,Anillos,Electro,1241,Talle 6 = 12/13,3,0,3,3,0,0,0,0,0
Plata,Anillos,Electro,1241,Talle 7 = 14/15,1,0,1,1,0,0,0,0,0
Plata,Anillos,Electro,1241,Talle 8 = 16/17,3,0,3,3,0,0,0,0,0
Plata,Anillos,Electro,1241,Talle 9 = 18/20,3,0,3,3,0,0,0,0,0
Plata,Anillos,Electro,1250,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1250,Talle 6 = 12/13,1,0,1,1,0,0,0,0,0
Plata,Anillos,Electro,1250,Talle 7 = 14/15,3,0,3,3,0,0,0,0,0
Plata,Anillos,Electro,1250,Talle 8 = 16/17,2,0,2,2,0,0,0,0,0
Plata,Anillos,Electro,1250,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1251,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1251,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1251,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1251,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1251,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1408,Talle 10 = 21/22,1,0,1,1,0,0,0,0,0
Plata,Anillos,Electro,1408,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1408,Talle 7 = 14/15,2,0,2,2,0,0,0,0,0
Plata,Anillos,Electro,1408,Talle 8 = 16/17,4,0,4,4,0,0,0,0,0
Plata,Anillos,Electro,1408,Talle 9 = 18/20,1,0,1,1,0,0,0,0,0
Plata,Anillos,Electro,1410,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1410,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1410,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1410,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1410,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1427,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1427,Talle 6 = 12/13,5,0,5,5,0,0,0,0,0
Plata,Anillos,Electro,1427,Talle 7 = 14/15,17,0,17,17,0,0,0,0,0
Plata,Anillos,Electro,1427,Talle 8 = 16/17,6,0,6,6,0,0,0,0,0
Plata,Anillos,Electro,1427,Talle 9 = 18/20,6,0,6,6,0,0,0,0,0
Plata,Anillos,Electro,1428,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1428,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1428,Talle 7 = 14/15,1,0,1,1,0,0,0,0,0
Plata,Anillos,Electro,1428,Talle 8 = 16/17,1,0,1,1,0,0,0,0,0
Plata,Anillos,Electro,1428,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1436,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1436,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1436,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1436,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1436,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1437,Talle 10 = 21/22,2,0,2,2,0,0,0,0,0
Plata,Anillos,Electro,1437,Talle 6 = 12/13,8,0,8,8,0,0,0,0,0
Plata,Anillos,Electro,1437,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1437,Talle 8 = 16/17,3,0,3,3,0,0,0,0,0
Plata,Anillos,Electro,1437,Talle 9 = 18/20,2,0,2,2,0,0,0,0,0
Plata,Anillos,Electro,1443,Talle 10 = 21/22,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1443,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1443,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1443,Talle 8 = 16/17,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1443,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1480,Talle 10 = 21/22,1,0,1,1,0,0,0,0,0
Plata,Anillos,Electro,1480,Talle 6 = 12/13,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1480,Talle 7 = 14/15,0,0,0,0,0,0,0,0,0
Plata,Anillos,Electro,1480,Talle 8 = 16/17,7,0,7,7,0,0,0,0,0
Plata,Anillos,Electro,1480,Talle 9 = 18/20,0,0,0,0,0,0,0,0,0
